gene_id	gene_name	gene_type	Chr	Strand
ENSG00000281159.1	ENSG00000281159	scaRNA	chr2	-
ENSG00000281516.1	ENSG00000281516	scaRNA	chr2	-
ENSG00000295884.1	ENSG00000295884	lncRNA	chr2	+
ENSG00000284479.3	SMIM39	protein_coding	chr2	+
ENSG00000152102.18	FAM168B	protein_coding	chr2	-
ENSG00000115762.17	PLEKHB2	protein_coding	chr2	+
ENSG00000285819.2	ENSG00000285819	lncRNA	chr2	-
ENSG00000230450.1	NEK2P4	transcribed_processed_pseudogene	chr2	-
ENSG00000225448.1	ENSG00000225448	transcribed_processed_pseudogene	chr2	-
ENSG00000236956.2	NF1P8	transcribed_unprocessed_pseudogene	chr2	-
ENSG00000248796.1	MED15P8	transcribed_unprocessed_pseudogene	chr2	-
ENSG00000188219.16	POTEE	protein_coding	chr2	+
ENSG00000212199.1	RNU6-127P	snRNA	chr2	+
ENSG00000290654.2	ENSG00000290654	lncRNA	chr2	+
ENSG00000231431.8	FAR2P4	transcribed_unprocessed_pseudogene	chr2	+
ENSG00000297317.1	ENSG00000297317	lncRNA	chr2	-
ENSG00000236516.1	KLF2P4	transcribed_processed_pseudogene	chr2	-
ENSG00000284604.2	ENSG00000284604	lncRNA	chr2	+
ENSG00000227817.4	ARHGAP42P1	unprocessed_pseudogene	chr2	-
ENSG00000284706.1	ENSG00000284706	transcribed_unprocessed_pseudogene	chr2	+
ENSG00000224425.2	SSBP3P2	processed_pseudogene	chr2	-
ENSG00000233087.8	RAB6D	protein_coding	chr2	-
ENSG00000283303.1	ENSG00000283303	lncRNA	chr2	+
ENSG00000233285.1	MTCYBP10	unprocessed_pseudogene	chr2	-
ENSG00000227275.1	MTND6P10	unprocessed_pseudogene	chr2	+
ENSG00000235080.2	MTND5P23	unprocessed_pseudogene	chr2	-
ENSG00000231777.1	MTND4P21	unprocessed_pseudogene	chr2	-
ENSG00000284003.1	ENSG00000284003	unprocessed_pseudogene	chr2	-
ENSG00000283865.1	MTND3P18	unprocessed_pseudogene	chr2	-
ENSG00000227661.1	MTCO3P18	unprocessed_pseudogene	chr2	-
ENSG00000236590.1	MTATP6P4	unprocessed_pseudogene	chr2	-
ENSG00000234480.1	MTCO2P18	unprocessed_pseudogene	chr2	-
ENSG00000237910.1	MTCO1P18	unprocessed_pseudogene	chr2	-
ENSG00000234939.1	MTND2P18	unprocessed_pseudogene	chr2	-
ENSG00000234576.2	MTND1P26	unprocessed_pseudogene	chr2	-
ENSG00000223631.3	LINC01120	lncRNA	chr2	+
ENSG00000226831.1	MED15P3	processed_pseudogene	chr2	-
ENSG00000276460.1	ENSG00000276460	unprocessed_pseudogene	chr2	-
ENSG00000306208.1	ENSG00000306208	lncRNA	chr2	-
ENSG00000284659.1	ENSG00000284659	transcribed_processed_pseudogene	chr2	-
ENSG00000214077.4	GNAQP1	transcribed_processed_pseudogene	chr2	-
ENSG00000217950.4	NOC2LP2	processed_pseudogene	chr2	-
ENSG00000232742.3	RHOQP2	processed_pseudogene	chr2	+
ENSG00000273073.1	ENSG00000273073	lncRNA	chr2	-
ENSG00000173272.16	MZT2A	protein_coding	chr2	-
ENSG00000075886.11	TUBA3D	protein_coding	chr2	+
ENSG00000284149.1	MIR4784	miRNA	chr2	-
ENSG00000152117.19	SMPD4BP	transcribed_unprocessed_pseudogene	chr2	+
ENSG00000293311.2	SMPD4BP	lncRNA	chr2	+
ENSG00000163040.15	CCDC74A	protein_coding	chr2	+
ENSG00000297179.1	ENSG00000297179	lncRNA	chr2	-
ENSG00000224679.1	MED15P4	transcribed_unprocessed_pseudogene	chr2	-
ENSG00000297200.1	ENSG00000297200	lncRNA	chr2	+
ENSG00000286208.2	ENSG00000286208	lncRNA	chr2	+
ENSG00000204434.6	POTEKP	transcribed_unprocessed_pseudogene	chr2	+
ENSG00000251956.1	RNU6-617P	snRNA	chr2	+
ENSG00000224559.2	LINC01087	lncRNA	chr2	+
ENSG00000270930.1	GRAMD4P8	processed_pseudogene	chr2	-
ENSG00000287151.2	LINC03124	lncRNA	chr2	+
ENSG00000288031.1	ENSG00000288031	transcribed_unprocessed_pseudogene	chr2	+
ENSG00000197927.14	NBEAP2	transcribed_unprocessed_pseudogene	chr2	+
ENSG00000213222.3	TOMM40P4	processed_pseudogene	chr2	-
ENSG00000287071.2	CDRT15P4	transcribed_unprocessed_pseudogene	chr2	+
ENSG00000290618.2	CDRT15P3	lncRNA	chr2	-
ENSG00000186825.7	CDRT15P3	transcribed_unprocessed_pseudogene	chr2	-
ENSG00000301672.1	ENSG00000301672	lncRNA	chr2	-
ENSG00000308450.1	ENSG00000308450	lncRNA	chr2	-
ENSG00000274353.1	ENSG00000274353	unprocessed_pseudogene	chr2	-
ENSG00000229203.1	ENSG00000229203	lncRNA	chr2	-
ENSG00000294242.1	ENSG00000294242	lncRNA	chr2	-
ENSG00000232760.1	ENSG00000232760	transcribed_unprocessed_pseudogene	chr2	-
ENSG00000244337.2	ENSG00000244337	lncRNA	chr2	+
ENSG00000235615.2	ENSG00000235615	lncRNA	chr2	-
ENSG00000306116.1	ENSG00000306116	lncRNA	chr2	+
ENSG00000236485.2	LINC01945	lncRNA	chr2	-
ENSG00000287414.1	ENSG00000287414	lncRNA	chr2	+
ENSG00000226886.1	ENSG00000226886	transcribed_processed_pseudogene	chr2	-
ENSG00000271179.1	BNIP3P46	processed_pseudogene	chr2	-
ENSG00000225594.1	ENSG00000225594	unprocessed_pseudogene	chr2	+
ENSG00000227745.1	ENSG00000227745	unprocessed_pseudogene	chr2	-
ENSG00000163046.16	ANKRD30BL	protein_coding	chr2	-
ENSG00000239108.1	RNU6-1132P	snRNA	chr2	-
ENSG00000202174.1	RNA5-8SP5	rRNA_pseudogene	chr2	-
ENSG00000221288.1	MIR663B	miRNA	chr2	-
ENSG00000233786.1	CDC27P1	processed_pseudogene	chr2	+
ENSG00000290902.2	ENSG00000290902	lncRNA	chr2	+
ENSG00000230803.1	ENSG00000230803	lncRNA	chr2	-
ENSG00000018607.9	ZNF285CP	transcribed_unprocessed_pseudogene	chr2	+
ENSG00000309125.1	ENSG00000309125	lncRNA	chr2	-
ENSG00000272769.3	ENSG00000272769	lncRNA	chr2	-
ENSG00000286833.4	ENSG00000286833	lncRNA	chr2	+
ENSG00000230992.3	FAM201B	processed_pseudogene	chr2	+
ENSG00000252705.1	RNU6-175P	snRNA	chr2	-
ENSG00000310331.1	ENSG00000310331	lncRNA	chr2	-
ENSG00000183840.8	GPR39	protein_coding	chr2	+
ENSG00000232349.2	YBX1P7	processed_pseudogene	chr2	-
ENSG00000200718.1	RN7SKP103	misc_RNA	chr2	+
ENSG00000150551.11	LYPD1	protein_coding	chr2	-
ENSG00000230065.1	ENSG00000230065	lncRNA	chr2	+
ENSG00000176771.18	NCKAP5	protein_coding	chr2	-
ENSG00000286068.1	ENSG00000286068	lncRNA	chr2	+
ENSG00000228721.1	ENSG00000228721	processed_pseudogene	chr2	-
ENSG00000233729.1	NCKAP5-AS1	lncRNA	chr2	+
ENSG00000279512.1	ENSG00000279512	TEC	chr2	+
ENSG00000226953.9	NCKAP5-AS2	lncRNA	chr2	+
ENSG00000252688.1	RNU6-579P	snRNA	chr2	+
ENSG00000222068.1	RN7SKP154	misc_RNA	chr2	-
ENSG00000232474.1	NCKAP5-IT1	lncRNA	chr2	-
ENSG00000223430.1	ENSG00000223430	lncRNA	chr2	+
ENSG00000200708.1	RN7SKP93	misc_RNA	chr2	+
ENSG00000308040.1	ENSG00000308040	lncRNA	chr2	+
ENSG00000301734.1	ENSG00000301734	lncRNA	chr2	+
ENSG00000297218.1	ENSG00000297218	lncRNA	chr2	-
ENSG00000286697.2	ENSG00000286697	lncRNA	chr2	+
ENSG00000299039.1	ENSG00000299039	lncRNA	chr2	-
ENSG00000152127.9	MGAT5	protein_coding	chr2	+
ENSG00000263813.1	MIR3679	miRNA	chr2	+
ENSG00000289534.1	ENSG00000289534	lncRNA	chr2	+
ENSG00000222921.1	RNA5SP104	rRNA_pseudogene	chr2	+
ENSG00000234060.1	EDDM3CP	processed_pseudogene	chr2	-
ENSG00000152128.13	TMEM163	protein_coding	chr2	-
ENSG00000297469.1	ENSG00000297469	lncRNA	chr2	+
ENSG00000287463.2	ENSG00000287463	lncRNA	chr2	+
ENSG00000224043.10	CCNT2-AS1	lncRNA	chr2	-
ENSG00000297435.1	ENSG00000297435	lncRNA	chr2	+
ENSG00000234682.1	VDAC2P4	processed_pseudogene	chr2	+
ENSG00000228098.1	ENSG00000228098	processed_pseudogene	chr2	+
ENSG00000297488.1	ENSG00000297488	lncRNA	chr2	-
ENSG00000153086.14	ACMSD	protein_coding	chr2	+
ENSG00000263783.1	MIR5590	miRNA	chr2	+
ENSG00000082258.13	CCNT2	protein_coding	chr2	+
ENSG00000176601.14	MAP3K19	protein_coding	chr2	-
ENSG00000115839.20	RAB3GAP1	protein_coding	chr2	+
ENSG00000208308.1	SNORA40B	snoRNA	chr2	+
ENSG00000121988.18	ZRANB3	protein_coding	chr2	-
ENSG00000235651.1	G3BP1P1	processed_pseudogene	chr2	-
ENSG00000048991.18	R3HDM1	protein_coding	chr2	+
ENSG00000308733.1	ENSG00000308733	lncRNA	chr2	-
ENSG00000201308.1	RNU6-512P	snRNA	chr2	-
ENSG00000207654.4	MIR128-1	miRNA	chr2	+
ENSG00000144224.17	UBXN4	protein_coding	chr2	+
ENSG00000308748.1	ENSG00000308748	lncRNA	chr2	-
ENSG00000115850.10	LCT	protein_coding	chr2	-
ENSG00000200664.1	Y_RNA	misc_RNA	chr2	-
ENSG00000226806.2	LCT-AS1	lncRNA	chr2	+
ENSG00000076003.5	MCM6	protein_coding	chr2	-
ENSG00000214070.3	MANEALP1	processed_pseudogene	chr2	-
ENSG00000115866.11	DARS1	protein_coding	chr2	-
ENSG00000231890.11	DARS1-AS1	lncRNA	chr2	+
ENSG00000299516.1	ENSG00000299516	lncRNA	chr2	-
ENSG00000299532.1	ENSG00000299532	lncRNA	chr2	+
ENSG00000301956.1	ENSG00000301956	lncRNA	chr2	-
ENSG00000121966.8	CXCR4	protein_coding	chr2	-
ENSG00000289974.2	ENSG00000289974	lncRNA	chr2	+
ENSG00000304642.1	ENSG00000304642	lncRNA	chr2	+
ENSG00000304665.1	ENSG00000304665	lncRNA	chr2	-
ENSG00000304710.1	ENSG00000304710	lncRNA	chr2	+
ENSG00000304730.1	ENSG00000304730	lncRNA	chr2	+
ENSG00000227347.1	HNRNPKP2	processed_pseudogene	chr2	-
ENSG00000279024.1	ENSG00000279024	TEC	chr2	+
ENSG00000305745.1	ENSG00000305745	lncRNA	chr2	+
ENSG00000308974.1	ENSG00000308974	lncRNA	chr2	+
ENSG00000300665.1	ENSG00000300665	lncRNA	chr2	-
ENSG00000230037.1	UBBP1	processed_pseudogene	chr2	-
ENSG00000251976.1	RN7SKP141	misc_RNA	chr2	+
ENSG00000305987.1	ENSG00000305987	lncRNA	chr2	+
ENSG00000304503.1	ENSG00000304503	lncRNA	chr2	-
ENSG00000229568.1	SMC4P1	unprocessed_pseudogene	chr2	+
ENSG00000144229.13	THSD7B	protein_coding	chr2	+
ENSG00000310162.1	ENSG00000310162	lncRNA	chr2	-
ENSG00000212425.1	RNA5SP105	rRNA_pseudogene	chr2	-
ENSG00000222394.2	Y_RNA	misc_RNA	chr2	+
ENSG00000298715.1	ENSG00000298715	lncRNA	chr2	-
ENSG00000302506.1	ENSG00000302506	lncRNA	chr2	+
ENSG00000150540.14	HNMT	protein_coding	chr2	+
ENSG00000309081.1	ENSG00000309081	lncRNA	chr2	-
ENSG00000295368.1	ENSG00000295368	lncRNA	chr2	-
ENSG00000228043.6	SPOPL-DT	lncRNA	chr2	-
ENSG00000224231.2	LINC01832	lncRNA	chr2	+
ENSG00000309721.1	ENSG00000309721	lncRNA	chr2	+
ENSG00000233045.1	RPL15P5	processed_pseudogene	chr2	+
ENSG00000234645.3	YWHAEP5	processed_pseudogene	chr2	-
ENSG00000237939.1	IDI1P1	processed_pseudogene	chr2	+
ENSG00000232915.1	RNF14P1	processed_pseudogene	chr2	-
ENSG00000230569.1	ENSG00000230569	lncRNA	chr2	+
ENSG00000144228.10	SPOPL	protein_coding	chr2	+
ENSG00000309742.1	ENSG00000309742	lncRNA	chr2	-
ENSG00000260059.2	ENSG00000260059	lncRNA	chr2	-
ENSG00000237772.3	LINC02631	lncRNA	chr2	+
ENSG00000144227.5	NXPH2	protein_coding	chr2	-
ENSG00000222826.1	RN7SKP286	misc_RNA	chr2	-
ENSG00000229104.1	YY1P2	processed_pseudogene	chr2	+
ENSG00000232992.2	AHCYP4	processed_pseudogene	chr2	-
ENSG00000306916.1	ENSG00000306916	lncRNA	chr2	-
ENSG00000287147.2	ENSG00000287147	lncRNA	chr2	+
ENSG00000300475.1	ENSG00000300475	lncRNA	chr2	+
ENSG00000226939.2	ENSG00000226939	lncRNA	chr2	+
ENSG00000308046.1	ENSG00000308046	lncRNA	chr2	+
ENSG00000302228.1	ENSG00000302228	lncRNA	chr2	-
ENSG00000229131.2	ENSG00000229131	lncRNA	chr2	+
ENSG00000206901.1	SNORA72	snoRNA	chr2	+
ENSG00000235232.1	MRPS18BP2	processed_pseudogene	chr2	+
ENSG00000228374.1	RPL9P13	processed_pseudogene	chr2	-
ENSG00000223554.1	ENSG00000223554	lncRNA	chr2	-
ENSG00000240977.3	RN7SL283P	misc_RNA	chr2	+
ENSG00000295963.1	ENSG00000295963	lncRNA	chr2	+
ENSG00000224028.2	LINC01853	lncRNA	chr2	-
ENSG00000296490.1	ENSG00000296490	lncRNA	chr2	+
ENSG00000300471.1	ENSG00000300471	lncRNA	chr2	+
ENSG00000227149.1	MTCO1P44	processed_pseudogene	chr2	-
ENSG00000231567.1	MTND2P19	unprocessed_pseudogene	chr2	-
ENSG00000223921.1	MTND1P27	processed_pseudogene	chr2	-
ENSG00000168702.18	LRP1B	protein_coding	chr2	-
ENSG00000277306.1	ENSG00000277306	misc_RNA	chr2	-
ENSG00000283506.1	MIR7157	miRNA	chr2	-
ENSG00000236440.1	COPRSP1	processed_pseudogene	chr2	-
ENSG00000238065.1	LRRC57P1	processed_pseudogene	chr2	+
ENSG00000201892.1	Y_RNA	misc_RNA	chr2	+
ENSG00000252015.1	RNU6-904P	snRNA	chr2	-
ENSG00000233329.1	RPS16P3	processed_pseudogene	chr2	-
ENSG00000299583.1	ENSG00000299583	lncRNA	chr2	+
ENSG00000309979.1	ENSG00000309979	lncRNA	chr2	+
ENSG00000244125.1	ENSG00000244125	lncRNA	chr2	-
ENSG00000297697.1	ENSG00000297697	lncRNA	chr2	+
ENSG00000228134.1	UBE2V1P14	processed_pseudogene	chr2	+
ENSG00000310172.1	ENSG00000310172	lncRNA	chr2	+
ENSG00000229781.1	RRN3P4	processed_pseudogene	chr2	+
ENSG00000303809.1	ENSG00000303809	lncRNA	chr2	-
ENSG00000303845.1	ENSG00000303845	lncRNA	chr2	+
ENSG00000303865.1	ENSG00000303865	lncRNA	chr2	+
ENSG00000115919.15	KYNU	protein_coding	chr2	+
ENSG00000303829.1	ENSG00000303829	lncRNA	chr2	-
ENSG00000270390.1	SFXN4P1	processed_pseudogene	chr2	-
ENSG00000306677.1	ENSG00000306677	lncRNA	chr2	+
ENSG00000075884.14	ARHGAP15	protein_coding	chr2	+
ENSG00000224288.2	MTCYBP11	processed_pseudogene	chr2	-
ENSG00000226839.1	MTND6P11	processed_pseudogene	chr2	+
ENSG00000224852.1	MTND5P24	processed_pseudogene	chr2	-
ENSG00000232772.1	MTND4P22	processed_pseudogene	chr2	-
ENSG00000236300.2	MTND4LP12	processed_pseudogene	chr2	-
ENSG00000227557.1	MTND3P9	processed_pseudogene	chr2	-
ENSG00000225476.1	MTCO3P5	processed_pseudogene	chr2	-
ENSG00000284167.1	MTATP6P5	processed_pseudogene	chr2	-
ENSG00000231766.1	MTCO2P5	processed_pseudogene	chr2	-
ENSG00000306657.1	ENSG00000306657	lncRNA	chr2	-
ENSG00000257284.1	ENSG00000257284	lncRNA	chr2	-
ENSG00000228655.7	ENSG00000228655	lncRNA	chr2	-
ENSG00000283994.1	ENSG00000283994	lncRNA	chr2	+
ENSG00000231758.4	ARHGAP15-AS1	lncRNA	chr2	-
ENSG00000236356.1	ENSG00000236356	lncRNA	chr2	+
ENSG00000295706.1	ENSG00000295706	lncRNA	chr2	+
ENSG00000295690.1	ENSG00000295690	lncRNA	chr2	-
ENSG00000295721.1	ENSG00000295721	lncRNA	chr2	+
ENSG00000200287.1	Y_RNA	misc_RNA	chr2	+
ENSG00000307787.1	ENSG00000307787	lncRNA	chr2	-
ENSG00000232377.1	ENSG00000232377	lncRNA	chr2	+
ENSG00000121964.15	GTDC1	protein_coding	chr2	-
ENSG00000169554.23	ZEB2	protein_coding	chr2	-
ENSG00000283118.1	ENSG00000283118	lncRNA	chr2	+
ENSG00000307107.1	ENSG00000307107	lncRNA	chr2	+
ENSG00000279166.1	ENSG00000279166	TEC	chr2	-
ENSG00000307150.1	ENSG00000307150	lncRNA	chr2	-
ENSG00000238057.11	ZEB2-AS1	lncRNA	chr2	+
ENSG00000275372.1	ENSG00000275372	misc_RNA	chr2	+
ENSG00000273537.1	ENSG00000273537	misc_RNA	chr2	+
ENSG00000277444.1	ENSG00000277444	misc_RNA	chr2	+
ENSG00000232606.4	LINC01412	lncRNA	chr2	+
ENSG00000287115.3	LINC02993	lncRNA	chr2	-
ENSG00000305913.1	ENSG00000305913	lncRNA	chr2	-
ENSG00000305976.1	ENSG00000305976	lncRNA	chr2	+
ENSG00000305952.1	ENSG00000305952	lncRNA	chr2	-
ENSG00000308235.1	ENSG00000308235	lncRNA	chr2	+
ENSG00000226674.12	TEX41	lncRNA	chr2	+
ENSG00000299078.1	ENSG00000299078	lncRNA	chr2	+
ENSG00000299044.1	ENSG00000299044	lncRNA	chr2	+
ENSG00000234940.1	ENSG00000234940	lncRNA	chr2	-
ENSG00000299118.1	ENSG00000299118	lncRNA	chr2	-
ENSG00000276706.1	ENSG00000276706	misc_RNA	chr2	+
ENSG00000235352.1	SGCEP1	processed_pseudogene	chr2	-
ENSG00000298975.1	ENSG00000298975	lncRNA	chr2	-
ENSG00000268580.1	LINC01966	lncRNA	chr2	-
ENSG00000299009.1	ENSG00000299009	lncRNA	chr2	-
ENSG00000309192.1	ENSG00000309192	lncRNA	chr2	+
ENSG00000235435.1	ENSG00000235435	lncRNA	chr2	-
ENSG00000214064.3	RPL6P5	transcribed_processed_pseudogene	chr2	+
ENSG00000225107.2	ENSG00000225107	lncRNA	chr2	-
ENSG00000286225.1	ENSG00000286225	lncRNA	chr2	+
ENSG00000226218.1	ENSG00000226218	lncRNA	chr2	-
ENSG00000304069.1	ENSG00000304069	lncRNA	chr2	+
ENSG00000298866.1	ENSG00000298866	lncRNA	chr2	+
ENSG00000302160.1	ENSG00000302160	lncRNA	chr2	+
ENSG00000234119.1	METAP2P1	processed_pseudogene	chr2	-
ENSG00000300879.1	ENSG00000300879	lncRNA	chr2	-
ENSG00000233842.3	ENSG00000233842	lncRNA	chr2	+
ENSG00000279876.1	ENSG00000279876	TEC	chr2	-
ENSG00000302944.1	ENSG00000302944	lncRNA	chr2	-
ENSG00000294518.1	ENSG00000294518	lncRNA	chr2	-
ENSG00000251905.1	RNU7-2P	snRNA	chr2	+
ENSG00000230559.1	RPL17P12	processed_pseudogene	chr2	+
ENSG00000295757.1	ENSG00000295757	lncRNA	chr2	-
ENSG00000227134.1	OTX2P2	processed_pseudogene	chr2	+
ENSG00000198526.7	PABPC1P2	processed_pseudogene	chr2	+
ENSG00000231040.3	LINC01911	lncRNA	chr2	+
ENSG00000304047.1	ENSG00000304047	lncRNA	chr2	-
ENSG00000271583.1	ENSG00000271583	processed_pseudogene	chr2	-
ENSG00000302891.1	ENSG00000302891	lncRNA	chr2	-
ENSG00000287847.1	ENSG00000287847	lncRNA	chr2	+
ENSG00000303821.1	ENSG00000303821	lncRNA	chr2	-
ENSG00000207225.1	RNU6-692P	snRNA	chr2	+
ENSG00000207161.1	Y_RNA	misc_RNA	chr2	-
ENSG00000202074.1	RNU6-715P	snRNA	chr2	-
ENSG00000308424.1	ENSG00000308424	lncRNA	chr2	-
ENSG00000253083.1	RNA5SP106	rRNA_pseudogene	chr2	-
ENSG00000229143.1	ENSG00000229143	processed_pseudogene	chr2	+
ENSG00000308638.1	ENSG00000308638	lncRNA	chr2	+
ENSG00000121989.15	ACVR2A	protein_coding	chr2	+
ENSG00000212389.1	RNU6-1275P	snRNA	chr2	+
ENSG00000223911.1	ENSG00000223911	lncRNA	chr2	-
ENSG00000115947.14	ORC4	protein_coding	chr2	-
ENSG00000204406.14	MBD5	protein_coding	chr2	+
ENSG00000310327.1	ENSG00000310327	lncRNA	chr2	-
ENSG00000281469.1	ENSG00000281469	TEC	chr2	+
ENSG00000281772.1	ENSG00000281772	TEC	chr2	+
ENSG00000310296.1	ENSG00000310296	lncRNA	chr2	-
ENSG00000212181.1	ENSG00000212181	snoRNA	chr2	-
ENSG00000224007.1	USP12P2	processed_pseudogene	chr2	-
ENSG00000307335.1	ENSG00000307335	lncRNA	chr2	-
ENSG00000307317.1	ENSG00000307317	lncRNA	chr2	+
ENSG00000232238.1	RPS29P8	processed_pseudogene	chr2	+
ENSG00000294568.1	ENSG00000294568	lncRNA	chr2	+
ENSG00000135999.13	EPC2	protein_coding	chr2	+
ENSG00000222126.1	RNU2-9P	snRNA	chr2	-
ENSG00000223962.1	UBBP3	processed_pseudogene	chr2	-
ENSG00000309130.1	ENSG00000309130	lncRNA	chr2	+
ENSG00000231079.7	KIF5C-AS1	lncRNA	chr2	-
ENSG00000228848.3	RPS20P13	processed_pseudogene	chr2	-
ENSG00000226340.1	USP8P2	processed_pseudogene	chr2	-
ENSG00000168280.18	KIF5C	protein_coding	chr2	+
ENSG00000289474.2	ENSG00000289474	lncRNA	chr2	-
ENSG00000286167.1	ENSG00000286167	lncRNA	chr2	-
ENSG00000296946.1	ENSG00000296946	lncRNA	chr2	-
ENSG00000150556.17	LYPD6B	protein_coding	chr2	+
ENSG00000228236.2	TXNP5	processed_pseudogene	chr2	-
ENSG00000286335.2	ENSG00000286335	lncRNA	chr2	-
ENSG00000298483.1	ENSG00000298483	lncRNA	chr2	-
ENSG00000297297.1	ENSG00000297297	lncRNA	chr2	+
ENSG00000224337.1	FAM8A3P	processed_pseudogene	chr2	+
ENSG00000187123.15	LYPD6	protein_coding	chr2	+
ENSG00000223604.1	RPL17P13	processed_pseudogene	chr2	+
ENSG00000168288.13	MMADHC	protein_coding	chr2	-
ENSG00000231969.5	MMADHC-DT	lncRNA	chr2	+
ENSG00000207270.1	RNU6-601P	snRNA	chr2	-
ENSG00000162947.6	LINC01931	lncRNA	chr2	-
ENSG00000299519.1	ENSG00000299519	lncRNA	chr2	+
ENSG00000305698.1	ENSG00000305698	lncRNA	chr2	-
ENSG00000286081.3	ENSG00000286081	lncRNA	chr2	-
ENSG00000230645.2	LINC01818	lncRNA	chr2	+
ENSG00000231420.2	LINC01817	lncRNA	chr2	-
ENSG00000306042.1	ENSG00000306042	lncRNA	chr2	+
ENSG00000300770.1	ENSG00000300770	lncRNA	chr2	+
ENSG00000115963.14	RND3	protein_coding	chr2	-
ENSG00000307288.1	ENSG00000307288	lncRNA	chr2	+
ENSG00000302203.1	ENSG00000302203	lncRNA	chr2	-
ENSG00000236049.1	LINC01920	lncRNA	chr2	-
ENSG00000237220.1	ENSG00000237220	lncRNA	chr2	+
ENSG00000232359.1	ENSG00000232359	lncRNA	chr2	-
ENSG00000224048.7	LINC02612	lncRNA	chr2	+
ENSG00000303150.1	ENSG00000303150	lncRNA	chr2	-
ENSG00000295210.1	ENSG00000295210	lncRNA	chr2	+
ENSG00000222031.2	ENSG00000222031	lncRNA	chr2	-
ENSG00000228064.1	ENSG00000228064	lncRNA	chr2	+
ENSG00000304401.1	ENSG00000304401	lncRNA	chr2	+
ENSG00000236885.2	ENSG00000236885	lncRNA	chr2	-
ENSG00000305708.1	ENSG00000305708	lncRNA	chr2	-
ENSG00000294262.1	ENSG00000294262	lncRNA	chr2	+
ENSG00000213201.3	FABP5P10	processed_pseudogene	chr2	+
ENSG00000184898.7	RBM43	protein_coding	chr2	-
ENSG00000123609.11	NMI	protein_coding	chr2	-
ENSG00000301424.1	ENSG00000301424	lncRNA	chr2	+
ENSG00000295625.1	ENSG00000295625	lncRNA	chr2	-
ENSG00000123610.5	TNFAIP6	protein_coding	chr2	+
ENSG00000283569.1	MIR4773-2	miRNA	chr2	-
ENSG00000264684.1	MIR4773-1	miRNA	chr2	+
ENSG00000242113.3	RN7SL124P	misc_RNA	chr2	+
ENSG00000080345.18	RIF1	protein_coding	chr2	+
ENSG00000183091.21	NEB	protein_coding	chr2	-
ENSG00000162980.17	ARL5A	protein_coding	chr2	-
ENSG00000288066.1	ENSG00000288066	lncRNA	chr2	+
ENSG00000283228.1	ENSG00000283228	protein_coding	chr2	-
ENSG00000182389.20	CACNB4	protein_coding	chr2	-
ENSG00000301828.1	ENSG00000301828	lncRNA	chr2	+
ENSG00000225214.2	ENSG00000225214	lncRNA	chr2	+
ENSG00000299271.1	ENSG00000299271	lncRNA	chr2	+
ENSG00000115145.10	STAM2	protein_coding	chr2	-
ENSG00000304591.1	ENSG00000304591	lncRNA	chr2	+
ENSG00000234272.1	RPL30P2	processed_pseudogene	chr2	+
ENSG00000286234.2	ENSG00000286234	lncRNA	chr2	+
ENSG00000304568.1	ENSG00000304568	lncRNA	chr2	-
ENSG00000199884.1	Y_RNA	misc_RNA	chr2	-
ENSG00000157827.21	FMNL2	protein_coding	chr2	+
ENSG00000298252.1	ENSG00000298252	lncRNA	chr2	-
ENSG00000213197.3	NUDCP1	processed_pseudogene	chr2	+
ENSG00000287085.1	ENSG00000287085	lncRNA	chr2	-
ENSG00000270776.1	ENSG00000270776	processed_pseudogene	chr2	-
ENSG00000286207.2	ENSG00000286207	lncRNA	chr2	-
ENSG00000196504.21	PRPF40A	protein_coding	chr2	-
ENSG00000177917.12	ARL6IP6	protein_coding	chr2	+
ENSG00000234932.2	ENSG00000234932	processed_pseudogene	chr2	-
ENSG00000226213.1	UBQLN4P2	processed_pseudogene	chr2	+
ENSG00000214025.2	ATP5PBP4	processed_pseudogene	chr2	+
ENSG00000224612.2	ENSG00000224612	lncRNA	chr2	-
ENSG00000226338.1	ENSG00000226338	processed_pseudogene	chr2	-
ENSG00000306220.1	ENSG00000306220	lncRNA	chr2	+
ENSG00000305850.1	ENSG00000305850	lncRNA	chr2	-
ENSG00000227708.2	LINC01850	lncRNA	chr2	+
ENSG00000214024.2	RPL23AP29	processed_pseudogene	chr2	+
ENSG00000227400.3	ENSG00000227400	lncRNA	chr2	-
ENSG00000242575.1	TUBAP13	transcribed_processed_pseudogene	chr2	-
ENSG00000200377.1	ENSG00000200377	snoRNA	chr2	-
ENSG00000177519.4	RPRM	protein_coding	chr2	-
ENSG00000301085.1	ENSG00000301085	lncRNA	chr2	+
ENSG00000236917.1	DNAJA1P2	processed_pseudogene	chr2	-
ENSG00000144278.15	GALNT13	protein_coding	chr2	+
ENSG00000230251.1	PHB1P4	processed_pseudogene	chr2	+
ENSG00000224675.2	GALNT13-AS1	lncRNA	chr2	-
ENSG00000238004.1	ENSG00000238004	lncRNA	chr2	+
ENSG00000298255.1	ENSG00000298255	lncRNA	chr2	+
ENSG00000223290.1	RNA5SP107	rRNA_pseudogene	chr2	+
ENSG00000287900.2	ENSG00000287900	lncRNA	chr2	-
ENSG00000162989.5	KCNJ3	protein_coding	chr2	+
ENSG00000293581.1	ENSG00000293581	lncRNA	chr2	+
ENSG00000305603.1	ENSG00000305603	lncRNA	chr2	+
ENSG00000228837.2	CBX3P6	processed_pseudogene	chr2	-
